,RiverToExport_0,RiverToExport_1,RiverToExport_2,RiverToExport_3,RiverToExport_4,RiverToExport_5,RiverToExport_6,RiverToExport_7
0,3999124302.723201,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,899624960.7324839,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3,4557899691.345064,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4,6089496121.029657,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5,1422757266.4443939,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6,4657794587.561862,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7,16897072855.023975,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8,1347855136.3253295,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9,5856224983.267502,0.0,0.0,0.0,0.0,0.0,0.0,0.0
