,RiverToExport_0,RiverToExport_1,RiverToExport_2,RiverToExport_3,RiverToExport_4,RiverToExport_5,RiverToExport_6,RiverToExport_7
0,0.0,0.0,3182149744.571953,0.0,0.0,0.0,0.0,0.0
1,5617393367.565691,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,0.0,0.0,884339209.0511782,0.0,0.0,0.0,0.0,0.0
3,0.0,0.0,4363788689.408147,0.0,0.0,0.0,0.0,0.0
4,0.0,0.0,0.0,0.0,4900728695.295615,0.0,0.0,0.0
5,0.0,0.0,0.0,0.0,1396987678.8819637,0.0,0.0,0.0
6,0.0,0.0,0.0,0.0,6028911976.473496,0.0,0.0,0.0
7,0.0,0.0,0.0,0.0,11578917462.3192,0.0,0.0,0.0
8,13823381864.185099,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9,3737675339.1876945,0.0,0.0,0.0,0.0,0.0,0.0,0.0
