,RiverToExport_0,RiverToExport_1,RiverToExport_2,RiverToExport_3,RiverToExport_4,RiverToExport_5,RiverToExport_6,RiverToExport_7
0,1940483903.6629148,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,256324234.92039275,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5,1396987678.8819637,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6,5139735948.291411,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7,16046266263.060728,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8,544919360.108204,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
