,RiverToExport_0,RiverToExport_1,RiverToExport_2,RiverToExport_3,RiverToExport_4,RiverToExport_5,RiverToExport_6,RiverToExport_7
0,2962974904.1142206,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,418916451.8491325,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3,884339209.0511782,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4,735174593.9048874,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5,2047356546.5969224,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6,7221528219.856432,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7,17451705118.862522,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8,17522326887.356117,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9,4382499440.29768,0.0,0.0,0.0,0.0,0.0,0.0,0.0
