,RiverToExport_0,RiverToExport_1,RiverToExport_2,RiverToExport_3,RiverToExport_4,RiverToExport_5,RiverToExport_6,RiverToExport_7
0,3047250501.9378715,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,418916451.8491325,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3,884339209.0511782,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4,528003085.7644947,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5,2047356546.5969224,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6,6818931284.140557,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7,17985201029.6656,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8,13803643106.336893,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9,3780301477.7546043,0.0,0.0,0.0,0.0,0.0,0.0,0.0
