,RiverToExport_0,RiverToExport_1,RiverToExport_2,RiverToExport_3,RiverToExport_4,RiverToExport_5,RiverToExport_6,RiverToExport_7
0,990526648.0089487,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,138162510.13694662,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3,274175408.0705879,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4,174958490.73296276,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5,643139817.0846491,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6,1974778694.2929685,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7,5746596953.506438,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8,4070510999.7128057,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9,1359054809.6682434,0.0,0.0,0.0,0.0,0.0,0.0,0.0
