,RiverToExport_0,RiverToExport_1,RiverToExport_2,RiverToExport_3,RiverToExport_4,RiverToExport_5,RiverToExport_6,RiverToExport_7
0,1040905460.1390327,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,1002475394.5929587,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,138162510.13694662,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3,753981202.0702388,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4,1577706463.4696558,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5,693518629.214733,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6,2351317460.1584225,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7,5589716473.081726,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8,5897383353.471879,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9,1550153254.644274,0.0,0.0,0.0,0.0,0.0,0.0,0.0
