,RiverToExport_0,RiverToExport_1,RiverToExport_2,RiverToExport_3,RiverToExport_4,RiverToExport_5,RiverToExport_6,RiverToExport_7
0,1040905460.1390327,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,155515104.94220024,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,138162510.13694662,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3,274175408.0705879,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4,468385622.586856,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5,693518629.214733,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6,2226334497.68721,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7,5589716473.081726,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8,5814863146.335779,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9,1550153254.644274,0.0,0.0,0.0,0.0,0.0,0.0,0.0
